  0.0000000e+00  0.0000000e+00  4.4518343e-01  8.3210678e-01  1.1113795e+00  1.2500000e+00  1.2363795e+00  1.0821068e+00  8.2018343e-01  5.0000000e-01  1.7981657e-01 -8.2106781e-02 -2.3637953e-01 -2.5000000e-01 -1.1137953e-01  1.6789322e-01  5.5481657e-01  1.0000000e+00
  1.5625000e-02  0.0000000e+00  4.2294372e-01  7.9101315e-01  1.0576881e+00  1.1918848e+00  1.1826881e+00  1.0410132e+00  7.9794372e-01  5.0000000e-01  2.0205628e-01 -4.1013152e-02 -1.8268812e-01 -1.9188483e-01 -5.7688119e-02  2.0898685e-01  5.7705628e-01  1.0000000e+00
  3.1250000e-02  0.0000000e+00  4.0199647e-01  7.5230769e-01  1.0071170e+00  1.1371470e+00  1.1321170e+00  1.0023077e+00  7.7699647e-01  5.0000000e-01  2.2300353e-01 -2.3076866e-03 -1.3211699e-01 -1.3714704e-01 -7.1169909e-03  2.4769231e-01  5.9800353e-01  1.0000000e+00
  4.6875000e-02  0.0000000e+00  3.8226658e-01  7.1585160e-01  9.5948481e-01  1.0855903e+00  1.0844848e+00  9.6585160e-01  7.5726658e-01  5.0000000e-01  2.4273342e-01  3.4148405e-02 -8.4484812e-02 -8.5590340e-02  4.0515188e-02  2.8414840e-01  6.1773342e-01  1.0000000e+00
  6.2500000e-02  0.0000000e+00  3.6368329e-01  6.8151416e-01  9.1462079e-01  1.0370299e+00  1.0396208e+00  9.3151416e-01  7.3868329e-01  5.0000000e-01  2.6131671e-01  6.8485844e-02 -3.9620786e-02 -3.7029867e-02  8.5379214e-02  3.1848584e-01  6.3631671e-01  1.0000000e+00
  7.8125000e-02  0.0000000e+00  3.4617997e-01  6.4917224e-01  8.7236404e-01  9.9129150e-01  9.9736404e-01  8.9917224e-01  7.2117997e-01  5.0000000e-01  2.7882003e-01  1.0082776e-01  2.6359601e-03  8.7085050e-03  1.2763596e-01  3.5082776e-01  6.5382003e-01  1.0000000e+00
  9.3750000e-02  0.0000000e+00  3.2969386e-01  6.1870989e-01  8.3256305e-01  9.4821122e-01  9.5756305e-01  8.6870989e-01  7.0469386e-01  5.0000000e-01  2.9530614e-01  1.3129011e-01  4.2436948e-02  5.1788784e-02  1.6743695e-01  3.8129011e-01  6.7030614e-01  1.0000000e+00
  1.0937500e-01  0.0000000e+00  3.1416585e-01  5.9001785e-01  7.9507510e-01  9.0763455e-01  9.2007510e-01  8.4001785e-01  6.8916585e-01  5.0000000e-01  3.1083415e-01  1.5998215e-01  7.9924895e-02  9.2365446e-02  2.0492490e-01  4.0998215e-01  6.8583415e-01  1.0000000e+00
  1.2500000e-01  0.0000000e+00  2.9954025e-01  5.6299326e-01  7.5976578e-01  8.6941601e-01  8.8476578e-01  8.1299326e-01  6.7454025e-01  5.0000000e-01  3.2545975e-01  1.8700674e-01  1.1523422e-01  1.3058399e-01  2.4023422e-01  4.3700674e-01  7.0045975e-01  1.0000000e+00
  1.4062500e-01  0.0000000e+00  2.8576461e-01  5.3753921e-01  7.2650845e-01  8.3341855e-01  8.5150845e-01  7.8753921e-01  6.6076461e-01  5.0000000e-01  3.3923539e-01  2.1246079e-01  1.4849155e-01  1.6658145e-01  2.7349155e-01  4.6246079e-01  7.1423539e-01  1.0000000e+00
  1.5625000e-01  0.0000000e+00  2.7278955e-01  5.1356443e-01  6.9518389e-01  7.9951308e-01  8.2018389e-01  7.6356443e-01  6.4778955e-01  5.0000000e-01  3.5221045e-01  2.3643557e-01  1.7981611e-01  2.0048692e-01  3.0481611e-01  4.8643557e-01  7.2721045e-01  1.0000000e+00
  1.7187500e-01  0.0000000e+00  2.6056854e-01  4.9098294e-01  6.6567975e-01  7.6757804e-01  7.9067975e-01  7.4098294e-01  6.3556854e-01  5.0000000e-01  3.6443146e-01  2.5901706e-01  2.0932025e-01  2.3242196e-01  3.3432025e-01  5.0901706e-01  7.3943146e-01  1.0000000e+00
  1.8750000e-01  0.0000000e+00  2.4905775e-01  4.6971378e-01  6.3789026e-01  7.3749890e-01  7.6289026e-01  7.1971378e-01  6.2405775e-01  5.0000000e-01  3.7594225e-01  2.8028622e-01  2.3710974e-01  2.6250110e-01  3.6210974e-01  5.3028622e-01  7.5094225e-01  1.0000000e+00
  2.0312500e-01  0.0000000e+00  2.3821592e-01  4.4968068e-01  6.1171575e-01  7.0916782e-01  7.3671575e-01  6.9968068e-01  6.1321592e-01  5.0000000e-01  3.8678408e-01  3.0031932e-01  2.6328425e-01  2.9083218e-01  3.8828425e-01  5.5031932e-01  7.6178408e-01  1.0000000e+00
  2.1875000e-01  0.0000000e+00  2.2800416e-01  4.3081181e-01  5.8706238e-01  6.8248321e-01  7.1206238e-01  6.8081181e-01  6.0300416e-01  5.0000000e-01  3.9699584e-01  3.1918819e-01  2.8793762e-01  3.1751679e-01  4.1293762e-01  5.6918819e-01  7.7199584e-01  1.0000000e+00
  2.3437500e-01  0.0000000e+00  2.1838586e-01  4.1303950e-01  5.6384175e-01  6.5734937e-01  6.8884175e-01  6.6303950e-01  5.9338586e-01  5.0000000e-01  4.0661414e-01  3.3696050e-01  3.1115825e-01  3.4265063e-01  4.3615825e-01  5.8696050e-01  7.8161414e-01  1.0000000e+00
  2.5000000e-01  0.0000000e+00  2.0932652e-01  3.9630004e-01  5.4197058e-01  6.3367620e-01  6.6697058e-01  6.4630004e-01  5.8432652e-01  5.0000000e-01  4.1567348e-01  3.5369996e-01  3.3302942e-01  3.6632380e-01  4.5802942e-01  6.0369996e-01  7.9067348e-01  1.0000000e+00
  2.6562500e-01  0.0000000e+00  2.0079368e-01  3.8053339e-01  5.2137047e-01  6.1137879e-01  6.4637047e-01  6.3053339e-01  5.7579368e-01  5.0000000e-01  4.2420632e-01  3.6946661e-01  3.5362953e-01  3.8862121e-01  4.7862953e-01  6.1946661e-01  7.9920632e-01  1.0000000e+00
  2.8125000e-01  0.0000000e+00  1.9275672e-01  3.6568303e-01  5.0196753e-01  5.9037720e-01  6.2696753e-01  6.1568303e-01  5.6775672e-01  5.0000000e-01  4.3224328e-01  3.8431697e-01  3.7303247e-01  4.0962280e-01  4.9803247e-01  6.3431697e-01  8.0724328e-01  1.0000000e+00
  2.9687500e-01  0.0000000e+00  1.8518682e-01  3.5169569e-01  4.8369220e-01  5.7059612e-01  6.0869220e-01  6.0169569e-01  5.6018682e-01  5.0000000e-01  4.3981318e-01  3.9830431e-01  3.9130780e-01  4.2940388e-01  5.1630780e-01  6.4830431e-01  8.1481318e-01  1.0000000e+00
  3.1250000e-01  0.0000000e+00  1.7805686e-01  3.3852123e-01  4.6647894e-01  5.5196463e-01  5.9147894e-01  5.8852123e-01  5.5305686e-01  5.0000000e-01  4.4694314e-01  4.1147877e-01  4.0852106e-01  4.4803537e-01  5.3352106e-01  6.6147877e-01  8.2194314e-01  1.0000000e+00
  3.2812500e-01  0.0000000e+00  1.7134125e-01  3.2611241e-01  4.5026603e-01  5.3441590e-01  5.7526603e-01  5.7611241e-01  5.4634125e-01  5.0000000e-01  4.5365875e-01  4.2388759e-01  4.2473397e-01  4.6558410e-01  5.4973397e-01  6.7388759e-01  8.2865875e-01  1.0000000e+00
  3.4375000e-01  0.0000000e+00  1.6501593e-01  3.1442473e-01  4.3499534e-01  5.1788702e-01  5.5999534e-01  5.6442473e-01  5.4001593e-01  5.0000000e-01  4.5998407e-01  4.3557527e-01  4.4000466e-01  4.8211298e-01  5.6500466e-01  6.8557527e-01  8.3498407e-01  1.0000000e+00
  3.5937500e-01  0.0000000e+00  1.5905820e-01  3.0341628e-01  4.2061210e-01  5.0231872e-01  5.4561210e-01  5.5341628e-01  5.3405820e-01  5.0000000e-01  4.6594180e-01  4.4658372e-01  4.5438790e-01  4.9768128e-01  5.7938790e-01  6.9658372e-01  8.4094180e-01  1.0000000e+00
  3.7500000e-01  0.0000000e+00  1.5344670e-01  2.9304759e-01  4.0706476e-01  4.8765518e-01  5.3206476e-01  5.4304759e-01  5.2844670e-01  5.0000000e-01  4.7155330e-01  4.5695241e-01  4.6793524e-01  5.1234482e-01  5.9293524e-01  7.0695241e-01  8.4655330e-01  1.0000000e+00
  3.9062500e-01  0.0000000e+00  1.4816132e-01  2.8328148e-01  3.9430471e-01  4.7384381e-01  5.1930471e-01  5.3328148e-01  5.2316132e-01  5.0000000e-01  4.7683868e-01  4.6671852e-01  4.8069529e-01  5.2615619e-01  6.0569529e-01  7.1671852e-01  8.5183868e-01  1.0000000e+00
  4.0625000e-01  0.0000000e+00  1.4318310e-01  2.7408292e-01  3.8228622e-01  4.6083509e-01  5.0728622e-01  5.2408292e-01  5.1818310e-01  5.0000000e-01  4.8181690e-01  4.7591708e-01  4.9271378e-01  5.3916491e-01  6.1771378e-01  7.2591708e-01  8.5681690e-01  1.0000000e+00
  4.2187500e-01  0.0000000e+00  1.3849418e-01  2.6541894e-01  3.7096619e-01  4.4858237e-01  4.9596619e-01  5.1541894e-01  5.1349418e-01  5.0000000e-01  4.8650582e-01  4.8458106e-01  5.0403381e-01  5.5141763e-01  6.2903381e-01  7.3458106e-01  8.6150582e-01  1.0000000e+00
  4.3750000e-01  0.0000000e+00  1.3407777e-01  2.5725847e-01  3.6030402e-01  4.3704172e-01  4.8530402e-01  5.0725847e-01  5.0907777e-01  5.0000000e-01  4.9092223e-01  4.9274153e-01  5.1469598e-01  5.6295828e-01  6.3969598e-01  7.4274153e-01  8.6592223e-01  1.0000000e+00
  4.5312500e-01  0.0000000e+00  1.2991802e-01  2.4957225e-01  3.5026149e-01  4.2617176e-01  4.7526149e-01  4.9957225e-01  5.0491802e-01  5.0000000e-01  4.9508198e-01  5.0042775e-01  5.2473851e-01  5.7382824e-01  6.4973851e-01  7.5042775e-01  8.7008198e-01  1.0000000e+00
  4.6875000e-01  0.0000000e+00  1.2600001e-01  2.4233271e-01  3.4080258e-01  4.1593351e-01  4.6580258e-01  4.9233271e-01  5.0100001e-01  5.0000000e-01  4.9899999e-01  5.0766729e-01  5.3419742e-01  5.8406649e-01  6.5919742e-01  7.5766729e-01  8.7399999e-01  1.0000000e+00
