  0.0000000e+00  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000000e+01  5.8000000e+01  5.2000000e+01  4.6000000e+01  4.0000005e+01  3.4000046e+01  2.8000390e+01  2.2002898e+01  1.6019125e+01  1.0113411e+01  4.6109391e+00  1.0176513e+00  2.4139134e-01  6.1159399e-02  1.6460749e-02  4.6835968e-03  1.4027652e-03  4.4055395e-04  1.4458681e-04  4.9434677e-05  1.7558932e-05  6.4629890e-06  2.4594891e-06  9.6567200e-07  3.9044894e-07  1.6229161e-07  6.9236552e-08  3.0272551e-08  1.3547339e-08  6.1974483e-09  2.8948707e-09  1.3792504e-09  6.6962002e-10  3.3097029e-10  1.6640093e-10  8.5032020e-11  4.4130466e-11  2.3242728e-11  1.2411336e-11  6.7085942e-12  3.6561616e-12  1.9860208e-12  1.0351270e-12  4.4365225e-13 1.0414118e-107
  1.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000000e+01  5.8000000e+01  5.2000000e+01  4.6000003e+01  4.0000030e+01  3.4000256e+01  2.8001869e+01  2.2011703e+01  1.6063216e+01  1.0294691e+01  5.1707178e+00  1.7960528e+00  5.7613254e-01  1.8273372e-01  5.8751696e-02  1.9351560e-02  6.5599740e-03  2.2927002e-03  8.2640362e-04  3.0707487e-04  1.1752556e-04  4.6279942e-05  1.8729202e-05  7.7802097e-06  3.3135361e-06  1.4451623e-06  6.4473487e-07  2.9391552e-07  1.3677328e-07  6.4908505e-08  3.1385647e-08  1.5449688e-08  7.7360450e-09  3.9373188e-09  2.0354227e-09  1.0680375e-09  5.6847177e-10  3.0670252e-10  1.6757676e-10  9.2568948e-11  5.1481275e-11  2.8474931e-11  1.5061673e-11  6.5187429e-12  7.6474908e-55
  2.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000000e+01  5.8000000e+01  5.2000001e+01  4.6000011e+01  4.0000107e+01  3.4000820e+01  2.8005264e+01  2.2028570e+01  1.6131723e+01  1.0514499e+01  5.6788135e+00  2.4309269e+00  9.4047724e-01  3.4964412e-01  1.2869552e-01  4.7634575e-02  1.7880686e-02  6.8387178e-03  2.6716346e-03  1.0673720e-03  4.3628986e-04  1.8244355e-04  7.8022324e-05  3.4104284e-05  1.5226981e-05  6.9394067e-06  3.2256050e-06  1.5281081e-06  7.3727245e-07  3.6200715e-07  1.8076546e-07  9.1733521e-08  4.7279428e-08  2.4733025e-08  1.3124536e-08  7.0606028e-09  3.8485747e-09  2.1241217e-09  1.1860048e-09  6.6872583e-10  3.7906443e-10  2.1325300e-10  1.1435983e-10  4.9945188e-11  4.1427903e-37
  3.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000000e+01  5.8000000e+01  5.2000003e+01  4.6000034e+01  4.0000287e+01  3.4001983e+01  2.8011368e+01  2.2054662e+01  1.6221469e+01  1.0754583e+01  6.1413297e+00  2.9734395e+00  1.3073142e+00  5.4695899e-01  2.2386669e-01  9.1116712e-02  3.7245899e-02  1.5383701e-02  6.4439725e-03  2.7436024e-03  1.1888071e-03  5.2456472e-04  2.3576399e-04  1.0792413e-04  5.0305293e-05  2.3867176e-05  1.1520856e-05  5.6552006e-06  2.8213852e-06  1.4298625e-06  7.3571463e-07  3.8412801e-07  2.0340741e-07  1.0918431e-07  5.9380037e-08  3.2703513e-08  1.8230634e-08  1.0280230e-08  5.8586997e-09  3.3680351e-09  1.9437643e-09  1.1110625e-09  6.0350672e-10  2.6579361e-10  3.4529165e-28
  4.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000000e+01  5.8000001e+01  5.2000009e+01  4.6000083e+01  4.0000640e+01  3.4004017e+01  2.8020844e+01  2.2090314e+01  1.6328551e+01  1.1003855e+01  6.5654619e+00  3.4524815e+00  1.6655690e+00  7.6323632e-01  3.4018860e-01  1.4978469e-01  6.5807958e-02  2.9041241e-02  1.2928650e-02  5.8225562e-03  2.6575229e-03  1.2306150e-03  5.7852212e-04  2.7618245e-04  1.3389826e-04  6.5918935e-05  3.2946274e-05  1.6712222e-05  8.6008664e-06  4.4891518e-06  2.3753405e-06  1.2736439e-06  6.9175211e-07  3.8041138e-07  2.1172788e-07  1.1921830e-07  6.7881734e-08  3.9062673e-08  2.2696806e-08  1.3288834e-08  7.8001892e-09  4.5256939e-09  2.4878239e-09  1.1042306e-09  8.3674958e-23
  5.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000000e+01  5.8000002e+01  5.2000020e+01  4.6000176e+01  4.0001249e+01  3.4007199e+01  2.8034184e+01  2.2135279e+01  1.6449223e+01  1.1255710e+01  6.9576809e+00  3.8853357e+00  2.0112029e+00  9.9048701e-01  4.7337381e-01  2.2263103e-01  1.0403579e-01  4.8627058e-02  2.2837708e-02  1.0810939e-02  5.1692995e-03  2.5001768e-03  1.2242632e-03  6.0726910e-04  3.0522067e-04  1.5545882e-04  8.0235908e-05  4.1958018e-05  2.2226167e-05  1.1923589e-05  6.4761545e-06  3.5600864e-06  1.9801425e-06  1.1139884e-06  6.3367356e-07  3.6433157e-07  2.1164075e-07  1.2414676e-07  7.3465783e-08  4.3763724e-08  2.6101129e-08  1.5357603e-08  8.5369047e-09  3.8165821e-09  3.4135600e-19
  6.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000000e+01  5.8000004e+01  5.2000040e+01  4.6000336e+01  4.0002212e+01  3.4011788e+01  2.8051703e+01  2.2188947e+01  1.6580240e+01  1.1506295e+01  7.3233162e+00  4.2829481e+00  2.3432374e+00  1.2233649e+00  6.1956524e-01  3.0814846e-01  1.5186535e-01  7.4639373e-02  3.6751487e-02  1.8188293e-02  9.0681125e-03  4.5619118e-03  2.3182460e-03  1.1908891e-03  6.1869979e-04  3.2515864e-04  1.7288684e-04  9.2998582e-05  5.0605689e-05  2.7852603e-05  1.5502138e-05  8.7232688e-06  4.9615985e-06  2.8517045e-06  1.6557965e-06  9.7095003e-07  5.7479764e-07  3.4334225e-07  2.0672536e-07  1.2517442e-07  7.5785729e-08  4.5181385e-08  2.5377868e-08  1.1421908e-08  1.3399192e-16
  7.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000001e+01  5.8000007e+01  5.2000076e+01  4.6000591e+01  4.0003630e+01  3.4018013e+01  2.8073557e+01  2.2250516e+01  1.6718930e+01  1.1753427e+01  7.6666188e+00  4.6526306e+00  2.6619848e+00  1.4583697e+00  7.7554075e-01  4.0466285e-01  2.0886773e-01  1.0729141e-01  5.5094350e-02  2.8373489e-02  1.4689679e-02  7.6586119e-03  4.0258434e-03  2.1355212e-03  1.1437791e-03  6.1877402e-04  3.3819384e-04  1.8675977e-04  1.0420443e-04  5.8741640e-05  3.3451286e-05  1.9240652e-05  1.1176042e-05  6.5543367e-06  3.8801041e-06  2.3180254e-06  1.3970295e-06  8.4892787e-07  5.1957610e-07  3.1950150e-07  1.9619810e-07  1.1841921e-07  6.7163765e-08  3.0417307e-08  1.2120908e-14
  8.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000001e+01  5.8000014e+01  5.2000134e+01  4.6000975e+01  4.0005608e+01  3.4026067e+01  2.8099772e+01  2.2319112e+01  1.6863166e+01  1.1995934e+01  7.9909505e+00  4.9995033e+00  2.9682575e+00  1.6932405e+00  9.3871284e-01  5.1052940e-01  2.7439411e-01  1.4656691e-01  7.8135543e-02  4.1705836e-02  2.2341532e-02  1.2032675e-02  6.5238864e-03  3.5641215e-03  1.9633106e-03  1.0909721e-03  6.1172260e-04  3.4616742e-04  1.9771611e-04  1.1397877e-04  6.6314664e-05  3.8936592e-05  2.3068199e-05  1.3788259e-05  8.3131429e-06  5.0545464e-06  3.0982800e-06  1.9135557e-06  1.1894601e-06  7.4217594e-07  4.6187431e-07  2.8201739e-07  1.6140832e-07  7.3523066e-08  4.1091666e-13
  9.0000000e-02  1.0000000e+02  9.4000000e+01  8.8000000e+01  8.2000000e+01  7.6000000e+01  7.0000000e+01  6.4000002e+01  5.8000025e+01  5.2000222e+01  4.6001524e+01  4.0008249e+01  3.4036098e+01  2.8130268e+01  2.2393859e+01  1.7011279e+01  1.2233244e+01  8.2989785e+00  5.3272999e+00  3.2630169e+00  1.9265348e+00  1.1070486e+00  6.2423378e-01  3.4768545e-01  1.9227981e-01  1.0600523e-01  5.8438536e-02  3.2289700e-02  1.7913843e-02  9.9919438e-03  5.6088785e-03  3.1708853e-03  1.8062919e-03  1.0371779e-03  6.0045096e-04  3.5052550e-04  2.0635049e-04  1.2249985e-04  7.3331434e-05  4.4262266e-05  2.6934964e-05  1.6522430e-05  1.0214541e-05  6.3623292e-06  3.9904124e-06  2.5170814e-06  1.5923542e-06  1.0035000e-06  6.1941921e-07  3.5753011e-07  1.6373885e-07  6.9936312e-12
