  0.0000000e+00  1.0000000e+02  9.3950087e+01  8.7950025e+01  8.1950025e+01  7.5950025e+01  6.9950025e+01  6.3950025e+01  5.7950025e+01  5.1950025e+01  4.5950025e+01  3.9950031e+01  3.3950079e+01  2.7950470e+01  2.1953242e+01  1.5970711e+01  1.0069821e+01  4.5814432e+00  1.0066048e+00  2.3770068e-01  5.9955212e-02  1.6064913e-02  4.5507873e-03  1.3570194e-03  4.2433808e-04  1.3866694e-04  4.7209360e-05  1.6698154e-05  6.1206887e-06  2.3196976e-06  9.0710837e-07  3.6530912e-07  1.5124562e-07  6.4274162e-08  2.7995479e-08  1.2481140e-08  5.6885006e-09  2.6474130e-09  1.2567994e-09  6.0800051e-10  2.9946025e-10  1.5003831e-10  7.6409316e-11  3.9522128e-11  2.0746583e-11  1.1042148e-11  5.9491648e-12  3.2317986e-12  1.7497825e-12  9.0893166e-13  3.8817946e-13  0.0000000e+00
  1.0000000e-02  1.0000000e+02  9.3900261e+01  8.7900076e+01  8.1900075e+01  7.5900075e+01  6.9900075e+01  6.3900075e+01  5.7900075e+01  5.1900075e+01  4.5900079e+01  3.9900111e+01  3.3900376e+01  2.7902207e+01  2.1913055e+01  1.5968447e+01  1.0211668e+01  5.1133430e+00  1.7688077e+00  5.6495091e-01  1.7840672e-01  5.7110222e-02  1.8729078e-02  6.3215124e-03  2.1998833e-03  7.8957909e-04  2.9215823e-04  1.1135182e-04  4.3668734e-05  1.7600793e-05  7.2821937e-06  3.0891836e-06  1.3420632e-06  5.9643779e-07  2.7086779e-07  1.2557699e-07  5.9375495e-08  2.8605939e-08  1.4030937e-08  7.0008341e-09  3.5507239e-09  1.8292698e-09  9.5661532e-10  5.0746678e-10  2.7288721e-10  1.4861543e-10  8.1829968e-11  4.5362425e-11  2.5008848e-11  1.3183820e-11  5.6856806e-12  0.0000000e+00
  2.0000000e-02  1.0000000e+02  9.3850522e+01  8.7850153e+01  8.1850150e+01  7.5850150e+01  6.9850150e+01  6.3850150e+01  5.7850150e+01  5.1850151e+01  4.5850164e+01  3.9850280e+01  3.3851113e+01  2.7856148e+01  2.1881819e+01  1.5992628e+01  1.0394710e+01  5.5941052e+00  2.3848540e+00  9.1871947e-01  3.4008041e-01  1.2463354e-01  4.5931962e-02  1.7167576e-02  6.5380196e-03  2.5433879e-03  1.0118928e-03  4.1190535e-04  1.7154415e-04  7.3065695e-05  3.1810715e-05  1.4147218e-05  6.4223707e-06  2.9738775e-06  1.4035499e-06  6.7466239e-07  3.3005252e-07  1.6421437e-07  8.3037781e-08  4.2647506e-08  2.2232786e-08  1.1757552e-08  6.3039332e-09  3.4247318e-09  1.8840032e-09  1.0485296e-09  5.8931262e-10  3.3297761e-10  1.8671658e-10  9.9792373e-11  4.3427611e-11  0.0000000e+00
  3.0000000e-02  1.0000000e+02  9.3800870e+01  8.7800256e+01  8.1800250e+01  7.5800250e+01  6.9800250e+01  6.3800250e+01  5.7800250e+01  5.1800254e+01  4.5800293e+01  3.9800598e+01  3.3802576e+01  2.7813189e+01  2.1860813e+01  1.6039843e+01  1.0599757e+01  6.0294435e+00  2.9070433e+00  1.2726304e+00  5.3014238e-01  2.1604437e-01  8.7553870e-02  3.5636289e-02  1.4656409e-02  6.1135213e-03  2.5920882e-03  1.1185408e-03  4.9155625e-04  2.2004307e-04  1.0032927e-04  4.6582700e-05  2.2015927e-05  1.0586898e-05  5.1772958e-06  2.5734230e-06  1.2994497e-06  6.6621332e-07  3.4660964e-07  1.8290007e-07  9.7838796e-08  5.3029312e-08  2.9108177e-08  1.6172871e-08  9.0901547e-09  5.1637885e-09  2.9590526e-09  1.7022661e-09  9.6985959e-10  5.2503346e-10  2.3040687e-10  0.0000000e+00
  4.0000000e-02  1.0000000e+02  9.3751303e+01  8.7750385e+01  8.1750375e+01  7.5750375e+01  6.9750375e+01  6.3750375e+01  5.7750375e+01  5.1750386e+01  4.5750479e+01  3.9751150e+01  3.3755082e+01  2.7774079e+01  2.1850402e+01  1.6105914e+01  1.0815137e+01  6.4264151e+00  3.3648110e+00  1.6161853e+00  7.3736778e-01  3.2722712e-01  1.4345463e-01  6.2756628e-02  2.7577129e-02  1.2225312e-02  5.4829540e-03  2.4922650e-03  1.1494189e-03  5.3819308e-04  2.5591721e-04  1.2359104e-04  6.0611388e-05  3.0179054e-05  1.5251476e-05  7.8202597e-06  4.0669346e-06  2.1442480e-06  1.1456856e-06  6.2009442e-07  3.3983806e-07  1.8850748e-07  1.0579028e-07  6.0038174e-08  3.4437067e-08  1.9944975e-08  1.1640428e-08  6.8107888e-09  3.9387998e-09  2.1578968e-09  9.5436422e-10  0.0000000e+00
  5.0000000e-02  1.0000000e+02  9.3701823e+01  8.7700541e+01  8.1700525e+01  7.5700524e+01  6.9700524e+01  6.3700524e+01  5.7700527e+01  5.1700550e+01  4.5700745e+01  3.9702036e+01  3.3708950e+01  2.7739369e+01  2.1850316e+01  1.6186831e+01  1.1033882e+01  6.7914436e+00  3.7757236e+00  1.9457617e+00  9.5400968e-01  4.5393550e-01  2.1255953e-01  9.8901634e-02  4.6030580e-02  2.1527393e-02  1.0148365e-02  4.8326100e-03  2.3278878e-03  1.1353542e-03  5.6095373e-04  2.8084910e-04  1.4249891e-04  7.3269910e-05  3.8172971e-05  2.0147112e-05  1.0769245e-05  5.8283811e-06  3.1927570e-06  1.7696935e-06  9.9220138e-07  5.6250076e-07  3.2233901e-07  1.8663501e-07  1.0912506e-07  6.4370017e-08  3.8223425e-08  2.2724081e-08  1.3327112e-08  7.3831656e-09  3.2889491e-09  0.0000000e+00
  6.0000000e-02  1.0000000e+02  9.3652428e+01  8.7650724e+01  8.1650700e+01  7.5650699e+01  6.9650699e+01  6.3650699e+01  5.7650704e+01  5.1650752e+01  4.5651121e+01  3.9653372e+01  3.3664481e+01  2.7709414e+01  2.1859887e+01  1.6279122e+01  1.1251912e+01  7.1298436e+00  4.1508891e+00  2.2606759e+00  1.1749471e+00  5.9239652e-01  2.9334145e-01  1.4394135e-01  7.0442354e-02  3.4538655e-02  1.7022080e-02  8.4518786e-03  4.2347155e-03  2.1433992e-03  1.0967459e-03  5.6758459e-04  2.9715722e-04  1.5740461e-04  8.4356812e-05  4.5735659e-05  2.5081657e-05  1.3910398e-05  7.8002217e-06  4.4213092e-06  2.5325423e-06  1.4655577e-06  8.5655788e-07  5.0542619e-07  3.0093315e-07  1.8061336e-07  1.0901621e-07  6.5792322e-08  3.9095906e-08  2.1885336e-08  9.8146302e-09  0.0000000e+00
  7.0000000e-02  1.0000000e+02  9.3603119e+01  8.7600934e+01  8.1600900e+01  7.5600899e+01  6.9600899e+01  6.3600899e+01  5.7600909e+01  5.1600998e+01  4.5601640e+01  3.9605280e+01  3.3621939e+01  2.7684388e+01  2.1878240e+01  1.6379932e+01  1.1466896e+01  7.4458615e+00  4.4977203e+00  2.5614501e+00  1.3968740e+00  7.3949010e-01  3.8413982e-01  1.9740834e-01  1.0096865e-01  5.1627931e-02  2.6477348e-02  1.3651665e-02  7.0886239e-03  3.7113665e-03  1.9609750e-03  1.0462299e-03  5.6384421e-04  3.0701499e-04  1.6891505e-04  9.3904459e-05  5.2745395e-05  2.9930411e-05  1.7155505e-05  9.9306488e-06  5.8042446e-06  3.4245901e-06  2.0391621e-06  1.2249726e-06  7.4198558e-07  4.5267885e-07  2.7748211e-07  1.6985132e-07  1.0218284e-07  5.7758179e-08  2.6063517e-08  0.0000000e+00
  8.0000000e-02  1.0000000e+02  9.3553895e+01  8.7551172e+01  8.1551125e+01  7.5551123e+01  6.9551123e+01  6.3551125e+01  5.7551142e+01  5.1551298e+01  4.5552344e+01  3.9557884e+01  3.3581544e+01  2.7664316e+01  2.1904420e+01  1.6486986e+01  1.1677562e+01  7.7428586e+00  4.8214055e+00  2.8490484e+00  1.6176911e+00  8.9273389e-01  4.8334478e-01  2.5863785e-01  1.3755205e-01  7.3017207e-02  3.8810513e-02  2.0704801e-02  1.1105921e-02  5.9973731e-03  3.2635988e-03  1.7908100e-03  9.9132595e-04  5.5376455e-04  3.1221196e-04  1.7767343e-04  1.0205760e-04  5.9169128e-05  3.4620276e-05  2.0440688e-05  1.2176491e-05  7.3169464e-06  4.4342361e-06  2.7092432e-06  1.6679206e-06  1.0334814e-06  6.4280834e-07  3.9875803e-07  2.4268346e-07  1.3842312e-07  6.2825458e-08  0.0000000e+00
  9.0000000e-02  1.0000000e+02  9.3504756e+01  8.7501438e+01  8.1501375e+01  7.5501372e+01  6.9501372e+01  6.3501375e+01  5.7501406e+01  5.1501662e+01  4.5503277e+01  3.9511306e+01  3.3543468e+01  2.7649111e+01  2.1937473e+01  1.6598498e+01  1.1883270e+01  8.0235022e+00  5.1257268e+00  3.1245443e+00  1.8360885e+00  1.0501953e+00  5.8948915e-01  3.2687211e-01  1.7997987e-01  9.8798617e-02  5.4236199e-02  2.9843649e-02  1.6489413e-02  9.1606108e-03  5.1219706e-03  2.8844029e-03  1.6368340e-03  9.3634862e-04  5.4007619e-04  3.1413419e-04  1.8426528e-04  1.0900331e-04  6.5025476e-05  3.9114587e-05  2.3722208e-05  1.4503319e-05  8.9369056e-06  5.5485292e-06  3.4688751e-06  2.1811626e-06  1.3754736e-06  8.6405026e-07  5.3159507e-07  3.0578864e-07  1.3953378e-07  0.0000000e+00
